"X1","X2"
0.966576520915854,1.41152066092956
0.985777191573079,1.5567980041082
1.0176214694824,1.43735656530775
0.956736912581472,1.36830055856193
1.02023006089851,1.60047740162181
1.00526372557454,1.53239600167116
0.984825077472133,1.6081263553464
0.996912346679177,1.45806500262594
0.996412771578006,1.57364593272209
0.988473203116501,1.45032649318652
1.01868775653073,1.53677995546671
1.05863032333881,1.49817097603788
1.02574226194667,1.4259517550712
1.0240917516865,1.52957026492085
0.952084463234046,1.54695211568801
0.993958585880798,1.43561388614286
0.954216585618226,1.52182738633145
0.970730914536806,1.55525612929509
1.02224354142152,1.56788588504084
0.96765564223514,1.45800536885065
1.01700035337124,1.60459546017927
0.954237342840235,1.40805677695198
1.01528460097777,1.51421378375638
1.03690031898177,1.45885107549254
0.959931009822076,1.45633601059146
1.00011200837855,1.72926335840228
0.993262023219197,1.35674146686201
0.974339297207089,1.60739362284441
1.01729316122585,1.46757747052688
1.02492170170749,1.55027068948205
