"X1","X2"
1.02870224081898,1.63321913561213
0.998562020283593,1.48497383057124
1.04188604023691,1.40738011208563
1.06524163391642,1.57979816530022
1.03662516339647,1.42800271718137
1.03522734119057,1.49760616117085
0.958864641692943,1.5676025103867
0.946368832946996,1.57468383058232
0.990060852308022,1.3855273328844
1.05848306120256,1.47649995845139
1.01104865825093,1.41843327160561
1.04507811871772,1.3771995468446
1.02029765740006,1.59271602460994
1.05563338048579,1.50872603795411
1.08484802821053,1.39920508969868
1.02543468717022,1.65033567593085
1.03899809750239,1.25207408113738
1.00635002441152,1.51880755115481
0.951586221868103,1.44497193924634
1.00096266564833,1.51725009440391
0.992303470781536,1.52102253557274
1.0601101021191,1.55187551150514
0.924221427616336,1.58152447042058
1.01366128797885,1.6392794246222
1.02988818194353,1.30085592267318
0.970316044850289,1.48202754235135
1.0111266960659,1.5730215495154
0.980577846608805,1.35535013484841
1.14870522316168,1.56281308867364
1.02220045820998,1.54231102600844
